Categorie,Tag,Question,Réponse
Droit du travail,convention_collective,Que nécessite la validité d'une convention collective ?,Elle doit être ratifiée par une délibération spéciale des groupements professionnels concernés.
Droit du travail,convention_collective,Comment est fixée la durée de la convention collective de travail ?,La durée est fixée d'accord entre les parties. Elle continue de produire ses effets après expiration jusqu'à la conclusion d'une nouvelle convention.
Droit du travail,convention_collective,Que doit prévoir la convention collective de travail concernant son renouvellement ?,"Elle doit prévoir les modalités de renouvellement, révision ou dénonciation."
Droit du travail,convention_collective,Qui peut adhérer à une convention collective ?,Tout syndicat ou employeur non partie prenante peut y adhérer ultérieurement.
Droit du travail,convention_collective,Les parties peuvent-elles se retirer d'une convention collective ?,"Oui, elles peuvent se retirer librement moyennant un préavis."
Droit du travail,convention_collective,Quelle est la forme requise pour une convention collective ?,Elle doit être écrite sous peine de nullité.
Droit du travail,convention_collective,Quand une convention collective devient-elle applicable ?,"Elle est applicable dès le dépôt, sauf stipulation contraire."
Droit du travail,convention_collective,Qui est soumis aux obligations de la convention collective ?,Toutes les personnes ayant signé ou étant membres des organisations signataires.
Droit du travail,convention_collective,Quelles sont les implications pour l'employeur lié par la convention collective ?,"Les dispositions de la convention s’imposent aux contrats individuels, sauf si plus favorables pour les travailleurs."
Droit du travail,convention_collective,Qui convoque la commission mixte pour conclure une convention collective ?,"Le ministre chargé du travail, de son initiative ou à la demande d'une des organisations syndicales."
Droit du travail,convention_collective,Comment est composée la commission mixte ?,"Elle comprend des représentants des organisations syndicales des travailleurs et des employeurs, en nombre égal."
Droit du travail,convention_collective,Qu'est-ce qu'une convention annexe ?,Une convention conclue pour des catégories professionnelles ou des branches d'activités spécifiques.
Droit du travail,convention_collective,Pour quelles catégories professionnelles peut-on conclure des conventions annexes ?,Pour chacune des principales catégories professionnelles ou plusieurs branches d'activités.
Droit du travail,convention_collective,Qui négocie les conventions annexes ?,Les conventions annexes sont négociées par les organisations syndicales les plus représentatives des catégories ou branches intéressées.
Droit du travail,convention_collective,Quelles dispositions doivent contenir les conventions collectives de travail ?,"Droits syndicaux, salaires, non-discrimination, heures supplémentaires, préavis, délégués du personnel, etc."
Droit du travail,convention_collective,Quelles sont les dispositions relatives au libre exercice du droit syndical ?,Les conventions doivent garantir le libre exercice du droit syndical et la liberté d’opinion des travailleurs.
Droit du travail,convention_collective,Que doivent contenir les conventions collectives concernant les salaires ?,Elles doivent définir les salaires applicables par catégorie professionnelle.
Droit du travail,convention_collective,Quelle est la règle concernant la non-discrimination dans les conventions collectives ?,Les conventions doivent respecter le principe de non-discrimination mentionné à l’article 4 du Code du Travail.
Droit du travail,convention_collective,Comment sont régies les heures supplémentaires dans les conventions collectives ?,Les conventions doivent stipuler les taux et l'exécution des heures supplémentaires de jour ou de nuit.
Droit du travail,convention_collective,Que doit contenir une convention concernant la période d’essai ?,Elle doit inclure la durée de l’engagement à l’essai et celle du préavis.
Droit du travail,convention_collective,Que stipulent les conventions collectives au sujet des délégués du personnel ?,Les conventions doivent préciser les dispositions concernant les délégués du personnel.
Droit du travail,convention_collective,Quelles sont les règles pour la révision d’une convention collective ?,"Les conventions doivent prévoir une procédure de révision, de modification et de dénonciation de la convention."
Droit du travail,convention_collective,Que dit la convention sur l'égalité de rémunération ?,Elle doit contenir des principes d'égalité de rémunération entre la main-d'œuvre masculine et féminine pour un travail de valeur égale.
Droit du travail,convention_collective,Quelles dispositions sont prévues concernant les congés payés ?,Les conventions collectives doivent préciser les conditions de congés payés pour les travailleurs.
Droit du travail,convention_collective,Que doit stipuler la convention concernant les indemnités de déplacement ?,Les conventions doivent inclure les dispositions sur les indemnités de déplacement des travailleurs.
Droit du travail,convention_collective,Que prévoient les conventions sur les indemnités d’expatriation ?,Elles doivent prévoir les indemnités d'expatriation pour les travailleurs concernés.
Droit du travail,convention_collective,Quelles sont les dispositions concernant le poids des bagages lors des déplacements ?,Les conventions doivent inclure des dispositions sur la classe de passage et le poids des bagages en cas de déplacement du travailleur et de sa famille.
Droit du travail,convention_collective,Que stipulent les conventions collectives concernant les primes d’ancienneté ?,Elles doivent inclure les dispositions sur les primes d’ancienneté ou l’avancement par échelons.
Droit du travail,convention_collective,Quelles sont les règles concernant l'indemnisation du chômage technique ?,Les conventions doivent prévoir des dispositions sur l’indemnisation du chômage technique.
Droit du travail,convention_collective,Quel est le rôle de la formation continue dans les conventions collectives ?,Les conventions doivent inclure des dispositions concernant la formation continue des travailleurs.
Droit du travail,convention_collective,Quelles sont les dispositions facultatives pouvant être incluses dans les conventions collectives ?,"Primes d'assiduité, indemnités pour frais professionnels, conditions d'embauche, travail des femmes, etc."
Droit du travail,convention_collective,Quelles primes peuvent être incluses dans les conventions collectives ?,"Les conventions peuvent prévoir des primes d'assiduité, de rendement, et des indemnités pour frais professionnels."
Droit du travail,convention_collective,Quelles indemnités peuvent être incluses dans la convention collective ?,"Indemnités de déplacement, d'expatriement, de chômage technique, etc."
Droit du travail,convention_collective,Quelles conditions d'embauche peuvent être précisées dans une convention collective ?,Les conventions peuvent définir des conditions d'embauche et de licenciement sans porter atteinte au choix du syndicat par le travailleur.
Droit du travail,convention_collective,Comment les dispositions facultatives peuvent-elles devenir obligatoires ?,Elles peuvent être rendues obligatoires par voie réglementaire.
Droit du travail,convention_collective,Quelles sont les conditions générales de rémunération qui peuvent être établies ?,Les conventions peuvent définir les conditions de rémunération au rendement ou à la commission.
Droit du travail,convention_collective,Quelles indemnités de transport peuvent être prévues dans une convention collective ?,Les conventions peuvent inclure des dispositions sur les indemnités de transport pour les travailleurs.
Droit du travail,convention_collective,Quelles dispositions peuvent concerner les travaux pénibles ou dangereux ?,"Les conventions peuvent prévoir des indemnités pour travaux pénibles, dangereux, insalubres ou salissants."
Droit du travail,convention_collective,Quelles sont les conditions particulières de travail des femmes dans certaines entreprises ?,Les conventions peuvent définir des conditions de travail spécifiques aux femmes dans certaines entreprises.
Droit du travail,convention_collective,Quelles sont les conditions particulières de travail des adolescents ?,Les conventions peuvent inclure des dispositions spécifiques concernant le travail des adolescents.
Droit du travail,convention_collective,Quelles sont les modalités d’organisation de l’apprentissage ?,Les conventions peuvent définir l’organisation et le fonctionnement de l'apprentissage dans le cadre de la branche d’activité considérée.
Droit du travail,convention_collective,Quelles sont les modalités de constitution du cautionnement ?,Les conventions peuvent prévoir des modalités de constitution du cautionnement par le travailleur si exigé.
